exercise_name,base_name,main_muscle_clean,muscle_category,equipment_clean,difficulty_level,is_compound,is_priority,is_variation,target_muscles_list,synergist_muscles_list,secondary_muscles_list,stabilizer_muscles_list,execution,preparation
Rear Lunge,rear lunge,legs,legs,bodyweight,intermediate,True,False,False,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus', 'erector spinae (see notes)']","['quadriceps', 'gluteus maximus']","['gluteus medius', 'gluteus minimus', 'quadratus lumborum', 'obliques', 'rectus abdominis', 'iliopsoas', 'tensor fasciae latae', 'pectineus', 'sartorius', 'quadriceps', 'deltoid', 'anterior', 'pectoralis major', 'clavicular', 'deltoid', 'lateral', 'coracobrachialis', 'trapezius', 'upper', 'trapezius', 'middle', 'trapezius', 'lower', 'serratus anterior', 'inferior digitations', 'levator scapulae', 'wrist extensors']",Squat down as far as possible while keeping leg elevated off of floor. Keep supporting knee pointed same direction as foot supporting. Raise body   back up to original position until knee and hip of supporting leg is straight. Return and repeat. Continue with opposite leg.,Stand with arms extended out in front holding medicine ball or weight plate. Balance on one leg with opposite leg extended forward off of ground.
Lunge,lunge,legs,legs,bodyweight,intermediate,True,False,False,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus']","['tibialis anterior', 'gluteus medius', 'gluteus minimus', 'quadratus lumborum', 'obliques']","Lunge forward with first leg. Land on heel, then forefoot. Lower body by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by forcibly extending hip and knee of forward leg. Repeat by alternating lunge with opposite leg.",Stand with hands on hips or in front of body.
Single Leg Squat,single leg squat,legs,legs,bodyweight,advanced,True,True,False,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus']","['erector spinae (see notes)', 'gluteus medius', 'gluteus minimus', 'quadratus lumborum', 'obliques', 'iliopsoas', 'tensor fasciae latae', 'pectineus', 'sartorius', 'quadriceps']",Squat down as far as possible while keeping leg elevated off of floor. Keep back as straight as possible and supporting knee pointed same direction as foot supporting. Raise body back up to original position until knee and hip of supporting leg is straight. Repeat and continue with opposite leg.,Stand with arms extended out in front. Balance on one leg with opposite leg extended forward off of ground.
Single Leg Squat:  Box,single leg squat,legs,legs,bodyweight,advanced,True,True,True,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus']","['erector spinae (see notes)', 'gluteus medius', 'gluteus minimus', 'quadratus lumborum', 'obliques', 'iliopsoas', 'tensor fasciae latae', 'pectineus', 'sartorius', 'quadriceps']",Squat down as far as possible while keeping leg elevated off of floor. Keep back as straight as possible and supporting knee pointed same direction as foot supporting. Raise body back up to original position until knee and hip of supporting leg is straight. Repeat and continue with opposite leg.,Stand with arms extended out in front. Balance on one leg with opposite leg extended forward off of ground.
Split Squat,split squat,legs,legs,bodyweight,intermediate,True,True,False,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus']","['gluteus medius', 'gluteus minimus']",Squat down by flexing knee and hip of front leg. Allow heel of rear foot to rise up while knee of rear leg bends slightly until it almost makes contact with floor. Return to original standing position by extending hip and knee of forward leg. Repeat. Continue with opposite leg.,Stand with hands on hips. Position feet far apart; one foot forward and other foot behind.
Split Squat:  Single Leg Split Squat,split squat,legs,legs,bodyweight,advanced,True,True,True,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus']","['gluteus medius', 'gluteus minimus']",Squat down by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward leg and repeat. Continue with opposite leg.,Stand facing away from bench. Extend leg back and place top of foot on bench.
Squat,squat,legs,legs,bodyweight,intermediate,True,True,False,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus']",[],"Squat down by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Squat up by extending knees",Stand with arms extended forward.
Step-up,step-up,legs,legs,bodyweight,intermediate,True,False,False,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus', 'gastrocnemius (second leg)']","['quadriceps', 'gluteus maximus']","['erector spinae', 'trapezius', 'upper', 'trapezius', 'middle', 'levator scapulae', 'gluteus medius', 'gluteus minimus', 'quadratus lumborum', 'obliques']","Place foot of first leg on bench. Stand on bench by extending hip and knee of first leg and place foot of second leg on bench. Step down with second leg by flexing hip and knee of first leg. Return to original standing position by placing foot of first leg to floor. Repeat first step with opposite leg, alternating first steps between legs.","Stand facing side of bench, step or platform."
Step-up:  Step-down,step-up,legs,legs,bodyweight,intermediate,True,False,True,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus', 'gastrocnemius (following leg)']","['quadriceps', 'gluteus maximus']","['erector spinae', 'gluteus medius', 'gluteus minimus', 'quadratus lumborum', 'obliques']",Stand on elevated surface by straightening leg and pushing body upward. Step down returning foot off of elevated surface to floor and repeat. Continue with opposite position.,"Stand with one foot on bench or elevated surface. Position foot on elevated surface to side, slightly forward of straight knee."
Single Leg Squat (leg wrapped),single leg squat (leg wrapped),legs,legs,bodyweight,advanced,True,True,False,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus']","['erector spinae', 'gluteus medius', 'gluteus minimus', 'quadratus lumborum', 'obliques', 'rectus abdominis']",Squat down by bending knee forward and hip back behind. Keep back straight and supporting knee pointed same direction as foot supporting. Descend until thigh is just past parallel to floor. Return to standing position with minimal assistance from wrapped leg. Stand to original position until knee and hip of supporting leg are straight. Return and repeat. Continue with opposite leg.,"Place hand on waist high prop or other tall, sturdy structure for support. Stand on one leg by wrapping leg around back of supporting leg so top of lifted foot is on outside of supporting leg's ankle."
Squat,squat,legs,legs,bodyweight,intermediate,True,True,False,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus']","['erector spinae', 'gluteus medius', 'gluteus minimus', 'quadratus lumborum', 'obliques', 'rectus abdominis']",Squat down by bending knee forward and hip back behind. Keep back straight and supporting knee pointed same direction as foot supporting. Descend until thigh is just past parallel to floor. Return to standing position with minimal assistance from wrapped leg. Stand to original position until knee and hip of supporting leg are straight. Return and repeat. Continue with opposite leg.,"Place hand on waist high prop or other tall, sturdy structure for support. Stand on one leg by wrapping leg around back of supporting leg so top of lifted foot is on outside of supporting leg's ankle."
Step Down,step down,legs,legs,bodyweight,intermediate,True,False,False,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus', 'gastrocnemius (following leg)']","['quadriceps', 'gluteus maximus']","['erector spinae', 'gluteus medius', 'gluteus minimus', 'quadratus lumborum', 'obliques']",Stand on bench by straightening leg and pushing body upward. Step down returning foot off of bench to floor and repeat. Continue with opposite position.,Stand with one foot on bench or elevated surface. Position foot on elevated surface to side slightly forward of straight knee.
Single Leg Squat,single leg squat,legs,legs,suspension trainer,advanced,True,True,False,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus', 'erector spinae (see notes)']","['quadriceps', 'gluteus maximus']","['gluteus medius', 'gluteus minimus', 'quadratus lumborum', 'obliques', 'rectus abdominis', 'trapezius', 'middle', 'rhomboids', 'iliopsoas', 'tensor fasciae latae', 'pectineus', 'sartorius', 'quadriceps']","Squat down as far as possible while keeping leg elevated off of floor. Keep supporting knee pointed same direction as foot supporting. Raise body back, up to original position until knee and hip of supporting leg is straight. Repeat and continue with opposite leg.","Grasp suspension handles and momentarily step back until arms are extended forward and straight. While keeping arms straight and shoulders back, step forward so body reclines back behind suspension handles. Position body and legs straight at desired angle hanging from handles with arms straight. Balance on one leg with opposite leg extended forward off of ground."
Single Leg Split Squat,single leg split squat,legs,legs,suspension trainer,advanced,True,True,False,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus']","['gluteus medius', 'gluteus minimus', 'quadratus lumborum', 'obliques']",Squat down by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward leg and repeat. Continue with opposite leg.,Grasp one or both suspension trainer handle(s) in lower position. Step and face away from suspension trainers. Balance on one leg while raising foot from behind and slipping single foot in loop(s). Release handle with hand and position leg back so it is supported behind body by suspension trainer. Place hands on hips and maintain balance throughout exercise.
Glute-Ham Raise,glute-ham raise,legs,legs,barbell,advanced,False,False,False,['hamstrings'],"['gluteus maximus', 'adductor magnus', 'gastrocnemius', 'sartorius', 'gracilis', 'popliteus']","['hamstrings', 'gluteus maximus']",['erector spinae'],"From lower position, raise torso by extending hips until fully extended. Continue to raise body by flexing knees until body is upright. Lower body by straightening knees until body is horizontal. Continue to lower torso by bending hips until body is upside down. Repeat.","Place ankles between ankle roller pads with feet on vertical platform and position knees on pad with lower thighs against large padded hump. If barbell can safely be placed on horizontal handles, grasp barbell in upright position and place behind shoulders. If barbell is placed on floor, lower torso by extending knees and flexing hips, then position barbell on back of shoulders. Grasp bar to sides."
